run,generation,C,gamma,fitness,seed
13,1,98.97931379037848,0.0049692637468818,0.8554999999999999,1013
13,2,75.08053064208512,0.0049692637468818,0.8564999999999999,1013
13,3,75.08053064208512,0.0049692637468818,0.8564999999999999,1013
13,4,75.08053064208512,0.0049692637468818,0.8564999999999999,1013
13,5,75.08053064208512,0.0049692637468818,0.8564999999999999,1013
14,0,60.339995147542304,0.009077708875645,0.85275,1014
14,1,60.339995147542304,0.009077708875645,0.85275,1014
14,2,39.48096322587339,0.0062425024138924,0.85375,1014
14,3,46.439529196854565,0.0060193322664634,0.8539999999999999,1014
14,4,50.70919771210042,0.0062425024138924,0.8545,1014
14,5,50.70919771210042,0.0060193322664634,0.8547499999999999,1014
15,0,60.57449946914237,0.009328921091094,0.853,1015
15,1,6.3649631459021485,0.0487926530104735,0.85125,1015
15,2,46.78592521521416,0.0130534650992206,0.8542499999999998,1015
15,3,46.78592521521416,0.0130534650992206,0.8542499999999998,1015
15,4,46.78592521521416,0.0130534650992206,0.8542499999999998,1015
15,5,46.78592521521416,0.0132206782143587,0.8547499999999999,1015
16,0,72.90727060409667,0.0038297869672928,0.8549999999999999,1016
16,1,72.90727060409667,0.0038297869672928,0.8549999999999999,1016
16,2,72.90727060409667,0.0038297869672928,0.8549999999999999,1016
16,3,72.90727060409667,0.0038297869672928,0.8549999999999999,1016
16,4,72.90727060409667,0.0038297869672928,0.8549999999999999,1016
16,5,72.90727060409667,0.0038297869672928,0.8549999999999999,1016
17,0,21.84789540992274,0.004030004899016,0.852,1017
17,1,21.84789540992274,0.004030004899016,0.852,1017
17,2,21.84091823363753,0.0159394269715081,0.8532500000000001,1017
17,3,31.372137495114934,0.004030004899016,0.85375,1017
17,4,31.372137495114934,0.0159394269715081,0.8540000000000001,1017
17,5,31.372137495114934,0.0159394269715081,0.8540000000000001,1017
18,0,4.955546043648122,0.0443403464437504,0.85225,1018
18,1,4.955546043648122,0.0443403464437504,0.85225,1018
18,2,81.80419161285913,0.0024468729216598,0.8540000000000001,1018
18,3,25.91561058154563,0.0200663916097682,0.853,1018
18,4,25.91561058154563,0.0177985012709935,0.85375,1018
18,5,25.91561058154563,0.0177985012709935,0.85375,1018
19,0,50.0064806180543,0.0039705349059885,0.8542500000000001,1019
19,1,35.13002124694197,0.0090053138706952,0.8542500000000001,1019
19,2,50.0064806180543,0.0039705349059885,0.8542500000000001,1019
19,3,35.094815949528034,0.0039705349059885,0.8542500000000001,1019
19,4,50.05183117711722,0.0060841296058043,0.8547499999999999,1019
19,5,50.05183117711722,0.0060841296058043,0.8547499999999999,1019
20,0,62.56441556598075,0.0066390377150645,0.8545,1020
20,1,62.56441556598075,0.0066390377150645,0.8545,1020
20,2,62.56441556598075,0.0066390377150645,0.8545,1020
20,3,62.57879877998233,0.0043240422535055,0.8552500000000001,1020
20,4,85.09662019879217,0.0034227917369344,0.8552500000000001,1020
20,5,62.57879877998233,0.0043240422535055,0.8552500000000001,1020
21,0,63.839507191729886,0.0021056824110258,0.852,1021
21,1,61.53458405282317,0.0021056824110258,0.8525,1021
21,2,80.96149386849581,0.0054423192151977,0.8552500000000001,1021
21,3,80.96149386849581,0.0054423192151977,0.8552500000000001,1021
21,4,80.96149386849581,0.0054423192151977,0.8552500000000001,1021
21,5,80.96149386849581,0.0054423192151977,0.8552500000000001,1021
22,0,6.305594668559076,0.170212753784948,0.8407500000000001,1022
22,1,89.96492213627295,0.002445370491286,0.8532499999999998,1022
22,2,18.75547646312861,0.0235627946493219,0.8542499999999998,1022
22,3,84.75616592709503,0.0055816511666086,0.8550000000000001,1022
22,4,84.75616592709503,0.0055816511666086,0.8550000000000001,1022
22,5,84.75616592709503,0.0055816511666086,0.8550000000000001,1022
23,0,0.820655747166277,0.1338463588068965,0.849,1023
23,1,3.771580424825341,0.0578799440099646,0.8515,1023
23,2,0.784011458157309,0.0615892952987062,0.85275,1023
23,3,0.8648973866043463,0.0615892952987062,0.8532499999999998,1023
23,4,0.7979309408065589,0.0615892952987062,0.8532500000000001,1023
23,5,0.7979309408065589,0.0615892952987062,0.8532500000000001,1023
24,0,2.9593566926730066,0.0848157011744706,0.85025,1024
24,1,36.763795521882855,0.0120705602476695,0.8532500000000001,1024
24,2,36.763795521882855,0.0120705602476695,0.8532500000000001,1024
24,3,84.33765883483757,0.0023541835212878,0.8552500000000001,1024
24,4,84.33765883483757,0.0023541835212878,0.8552500000000001,1024
24,5,7.51832650200619,0.0116012332332403,0.8532500000000001,1024
25,0,10.503885136876267,0.0325473185047862,0.85225,1025
25,1,38.00685713325019,0.0036238805239021,0.8545,1025
25,2,40.71121607800085,0.0036238805239021,0.8545000000000001,1025
25,3,40.71121607800085,0.0036238805239021,0.8545000000000001,1025
25,4,40.72975483530819,0.0036238805239021,0.8545000000000001,1025
25,5,40.72975483530819,0.0036238805239021,0.8545000000000001,1025
26,0,33.42041946559832,0.0693574503897316,0.8327500000000001,1026
26,1,1.869400945176641,0.1132510583871958,0.85,1026
26,2,18.799192627443954,0.0057614857634487,0.8545,1026
26,3,57.070645745143565,0.0043824191814012,0.8545,1026
26,4,57.070645745143565,0.0043824191814012,0.8545,1026
26,5,57.070645745143565,0.0043824191814012,0.8545,1026
27,0,5.23491493302625,0.0245689653078895,0.852,1027
27,1,18.789935465218672,0.0245689653078895,0.8530000000000001,1027
27,2,18.789935465218672,0.0245689653078895,0.8530000000000001,1027
27,3,18.814960281067982,0.0132239620255963,0.8532499999999998,1027
27,4,18.789935465218672,0.0229989422381575,0.8535,1027
27,5,18.76607329173908,0.0230187640739199,0.8535,1027
28,0,1.5701382931434096,0.1151637450488629,0.85025,1028
28,1,1.6075633371094231,0.1092737146229853,0.85025,1028
28,2,2.1618058524841475,0.0909859164301559,0.8515,1028
28,3,2.1618058524841475,0.0909859164301559,0.8515,1028
28,4,2.1618058524841475,0.0909859164301559,0.8515,1028
28,5,2.1618058524841475,0.0909859164301559,0.8515,1028
29,0,71.64446824166338,0.0112009740860018,0.8530000000000001,1029
29,1,71.62570879232254,0.0057595272533003,0.8550000000000001,1029
29,2,56.55147012324517,0.0057595272533003,0.8550000000000001,1029
29,3,71.62570879232254,0.0057595272533003,0.8550000000000001,1029
29,4,71.64446824166338,0.0057595272533003,0.8550000000000001,1029
29,5,56.55147012324517,0.0057595272533003,0.8550000000000001,1029
30,0,30.05719090173854,0.0046764440119211,0.8550000000000001,1030
30,1,67.70594511498433,0.0046764440119211,0.8550000000000001,1030
30,2,30.05719090173854,0.0046764440119211,0.8550000000000001,1030
30,3,30.05719090173854,0.0046764440119211,0.8550000000000001,1030
30,4,30.05719090173854,0.0046764440119211,0.8550000000000001,1030
30,5,30.086707297248203,0.0046764440119211,0.8550000000000001,1030
